filename	event_labels
9dy7bRuh4g0_0_10	Helicopter,Speech
Kvl2rs4JTj4_130_140	Accordion
CgtYVinJPa8_310_320	Vacuum_cleaner
NzBsGv7wxCA_120_130	Cello,Violin_fiddle
MjS47b1sGss_30_40	Violin_fiddle,Speech
95yOeQPNNiU_300_310	Basketball_bounce,Speech
BC-hQaoRs-k_0_10	Speech,Dog
F8lzw6m7e9c_250_260	Helicopter
E3SHLh_qAeg_90_100	Vacuum_cleaner
F2k0H63eGRI_50_60	Motorcycle,Speech
LM0ATxl4Nt4_30_40	Chicken_rooster,Speech
E2_hiR8V8Co_70_80	Motorcycle,Speech
2zK6XkDunc4_130_140	Helicopter
Fj0_gSR3cvg_210_220	Basketball_bounce,Speech
H6QB-0MM01g_80_90	Cheering,Speech
NGmL6XSTWmo_8_18	Speech,Baby_cry_infant_cry
AKmS-z4ZwJQ_150_160	Speech,Dog
K2aCJSsrT9k_9_19	Frying_(food)
OZMU_MCzDm0_310_320	Helicopter
EhTA8ADBSiQ_30_40	Acoustic_guitar,Speech
4bUL_ttiOdw_21_31	Baby_cry_infant_cry
AsNDxmO5ebE_26_36	Vacuum_cleaner
My_5XwxWbBg_40_50	Cat,Speech
Ga048VjbQFc_300_310	Vacuum_cleaner
L1YtLkAX9NI_30_40	Cheering,Speech
0frKxhgd9Xc_190_200	Violin_fiddle
2IXNm3-geSM_30_40	Helicopter
AOJA4TU2M9c_30_40	Chainsaw
IqJ2JGeJiQw_190_200	Speech,Vacuum_cleaner
6H-o41GKkVE_320_330	Basketball_bounce
HZRZBj2-Wbo_27_37	Violin_fiddle,Speech
7gg8Cgk9vJo_30_40	Lawn_mower
KgmB678sDss_20_30	Singing,Speech
H-mZ2s_NIsk_170_180	Frying_(food)
I-gm23eL6DM_25_35	Speech,Baby_cry_infant_cry
5VzLFcGaS2o_30_40	Lawn_mower
EuwxLyu9-Do_30_40	Violin_fiddle,Speech
KUdXkdiuJ68_30_40	Violin_fiddle,Speech
NqZHX-eOVUA_30_40	Speech,Baby_cry_infant_cry
4dN9JkRUQeU_30_40	Accordion
A_QviFgRp6s_30_40	Banjo,Speech
P6VKaWeJQeY_0_10	Speech,Vacuum_cleaner
Ogm1aUkW50E_30_40	Violin_fiddle,Speech
-TlOFOaIS-c_30_40	Vacuum_cleaner
8z-fv4jzNNY_320_330	Cello,Violin_fiddle
L4H8GbAwquw_120_130	Vacuum_cleaner
HhJ-norub5c_0_10	Speech,Dog
FwyQh3FwMRI_50_60	Helicopter
Dnofap97zF0_100_110	Motorcycle,Speech
4M2o2hnDulc_10_20	Violin_fiddle
NMBlCw-xCY4_30_40	Violin_fiddle,Speech
G18WF7RvHvU_21_31	Helicopter
LyJSpkeLK5k_40_50	Speech,Dog
1VX9cri5VTM_9_19	Car
DuGzo5BzdH0_30_40	Violin_fiddle,Speech
JpS8ihziwzE_10_20	Speech,Dog
ORTFLgvzb_Y_25_35	Violin_fiddle,Speech
HQcuEooMfh4_0_10	Speech,Dog
HWBGdHuyc8w_30_40	Speech,Baby_cry_infant_cry
B6ggNg0zh7g_50_60	Blender
Gmnq57So-U4_20_30	Vacuum_cleaner
Kn1uDM7006w_380_390	Motorcycle,Speech
3m69CiLhApw_150_160	Basketball_bounce,Speech
Oo4N5ZigioE_40_50	Violin_fiddle
2ylgJhvK6oQ_27_37	Speech,Car
8YpQzVtC9Fg_0_10	Motorcycle
FoMl1LtH51g_110_120	Speech,Dog
IZUSUCgdSFg_40_50	Blender,Speech
2Cv0_9ezILU_30_40	Vacuum_cleaner
Oby8Ybby32I_30_40	Vacuum_cleaner
OGXsWWtBNd4_190_200	Singing,Speech
LrNbiiO_47I_410_420	Singing,Speech
Nq6WgJuCO5E_60_70	Singing,Acoustic_guitar
CnnHUP_Q2E0_30_40	Blender
5Mgvv-u1_Lg_0_10	Basketball_bounce,Speech
OXOUyW-oyF0_50_60	Singing,Banjo
2itn7f5uqII_340_350	Frying_(food)
3VzTXrbjDL4_30_40	Chainsaw
L6nwJfH-2LE_30_40	Helicopter
DY-80XawmHQ_6_16	Baby_cry_infant_cry
LGZEm1qLRLs_10_20	Speech,Dog
I_s_gBzEtCs_190_200	Chainsaw
7zpGq8nY9js_30_40	Accordion
OLOP92jnYLM_30_40	Speech,Accordion
L2A4-nf0Qhc_110_120	Speech,Dog
OlGqWXxOVcY_0_10	Fire_alarm
FM9u4BFr7HM_10_20	Chicken_rooster,Speech
64qIls1dgLI_140_150	Cello,Violin_fiddle
DtXBN0ve2CE_3_13	Baby_cry_infant_cry
J5lhi2-2mFo_16_26	Speech,Baby_cry_infant_cry
GHCec2yWCSo_0_10	Basketball_bounce
ChhHwQzGrRE_50_60	Motorcycle,Speech
7O-oxrTMYxA_5_15	Baby_cry_infant_cry
2y-OvtjRHNs_30_40	Cheering
Czw0sR4b7ew_230_240	Singing,Speech
Dpb2wArtOf8_30_40	Violin_fiddle,Speech
2qrWQZhPkKE_30_40	Speech,Car
AdBrAlg2WT8_30_40	Motorcycle,Speech
3Q7NQ2ddnv4_20_30	Fire_alarm
A5AWywp3JBw_130_140	Cello,Violin_fiddle
G4ggGW_jsmI_30_40	Helicopter,Speech
AnX62eL_5nk_100_110	Motorcycle,Speech
5hZjFwpONhc_40_50	Cheering
JeDG4ZR0RJE_30_40	Violin_fiddle,Speech
LWXzqZsm53E_140_150	Vacuum_cleaner
LRXkes_K-i4_160_170	Blender
OfzlL8Wha6k_30_40	Violin_fiddle
Is7r3Evo77E_110_120	Acoustic_guitar,Speech
LnsyHq5iRpw_190_200	Acoustic_guitar,Speech
NJpgFHYA7NY_50_60	Speech,Dog
JxODuv7XOGw_29_39	Baby_cry_infant_cry
OpkzNvvDRwg_260_270	Frying_(food)
AbdMaYAR3DM_120_130	Motorcycle,Speech
NsSsdoQYoQ8_170_180	Singing,Speech
B0sXYJeZ8Xk_30_40	Lawn_mower,Speech
DaNuxmM8ras_30_40	Violin_fiddle,Speech
FE_MCbjfPeo_70_80	Singing
APERm3aqTFE_30_40	Cheering,Speech
Of4mByjOB3Q_410_420	Speech,Frying_(food)
9YUMLUa6_Kk_390_400	Vacuum_cleaner
1JtgH6z824I_120_130	Speech,Car
HTKLaCdAQB4_30_40	Speech,Fire_alarm
MEa3O1OEVCA_20_30	Chainsaw
Lh5x7e0lNro_60_70	Cello,Violin_fiddle
7bebYVKl7t8_510_520	Blender,Speech
HbvINnSdZHk_70_80	Helicopter
EmCatkGMC9M_30_40	Cheering,Speech
GYtHb_j6C00_290_300	Speech,Dog
LNesqJXAOtk_550_560	Acoustic_guitar,Speech
OQz5C6gE82M_10_20	Chicken_rooster
-3R6mJqM924_110_120	Violin_fiddle
JN8ECVybU34_140_150	Acoustic_guitar,Speech
5XrPzlRLnBI_100_110	Helicopter
Cdfe7x4CaXU_30_40	Acoustic_guitar,Violin_fiddle
20vi2FdvD1A_30_40	Violin_fiddle
D3XBceSRbvE_30_40	Violin_fiddle,Speech
9V-F5sW1vk8_20_30	Blender
8kj2Wkvt-N4_30_40	Accordion
3OO51tu979s_120_130	Chainsaw
Aq3pqRwkqUE_80_90	Speech,Dog
3kcDDH9brMA_10_20	Cheering
DnFppK4A8GI_280_290	Singing,Speech
E7UUEVUq0-M_30_40	Violin_fiddle,Speech
OqZB8hRXT-E_50_60	Speech,Dog
9wQXBh_7cVs_30_40	Helicopter,Speech
7lREiHMv_GM_450_460	Helicopter
KGX9JJzYT5o_30_40	Violin_fiddle,Speech
K_4ELhi_bEc_30_40	Violin_fiddle,Speech
0JxIC0JJZac_23_33	Chicken_rooster
2X5VypUQdfc_22_32	Speech,Car
DtyrqXJGaZY_20_30	Speech,Dog
GtOmaV1dTdw_30_40	Violin_fiddle,Speech
6LS7xcE7d7g_10_20	Acoustic_guitar
KygTjGoFJHc_10_20	Cat,Speech
Khus47yQFTc_210_220	Acoustic_guitar,Speech
7xIBRt_5SOE_30_40	Speech,Clapping
0pXb4gAT3oE_150_160	Cheering
3YVoBRezPIc_10_20	Acoustic_guitar
IsYteVLB5wE_30_40	Blender
8sP3ZqoWbsY_110_120	Accordion
DDDRFSAWDZQ_30_40	Lawn_mower
DDTwlE-MMv0_160_170	Accordion
0sVLx-DmafY_200_210	Car
DZlflb3NkZ8_40_50	Speech,Dog
O9AiB3ItXxo_200_210	Cheering,Speech
FNl_zjfkE3E_20_30	Singing,Speech
CqwYQcbIELk_450_460	Helicopter
K3TOwYyecSo_30_40	Speech,Dog
3sLrcU5HoHg_110_120	Helicopter
0e0J-MatwwA_27_37	Speech,Car
2X_qgFXMYnM_130_140	Helicopter
GgWPIrAp2yE_30_40	Violin_fiddle,Speech
DjTUXM4n1O0_20_30	Cheering,Speech
DWZryhd23Q8_80_90	Singing,Speech
1RkEE3UIuRo_30_40	Speech,Frying_(food)
8j2jgVvxKPE_140_150	Singing
47g5m1VJc60_13_23	Speech,Fire_alarm
0UgX-teD-hw_70_80	Basketball_bounce,Speech
EDOVSgpdS2Q_30_40	Speech,Baby_cry_infant_cry
Do50nyvAPdM_10_20	Motorcycle,Speech
0MV2sUv68j4_0_10	Clapping
BuMgxAIjcU4_190_200	Singing,Speech
HKr-LiWabD0_330_340	Speech,Frying_(food)
Jt0Inwk7ZfQ_30_40	Speech,Baby_cry_infant_cry
Jfo4I-M-g9M_0_10	Cat,Speech
1ShOCfzq2OM_30_40	Car
BXmugBgPWcA_30_40	Speech,Dog
Odji1Zg79o8_30_40	Motorcycle
LTf-Q9zGYDM_230_240	Banjo,Speech
0oNZsB7TN3U_130_140	Basketball_bounce
FodR478w6_k_30_40	Chicken_rooster,Speech
A2hCzF_TF4w_30_40	Accordion
OOUklqsjq9Q_20_30	Helicopter
KS-va5bLpng_10_20	Singing,Speech
Dg8dGDtHl5s_30_40	Lawn_mower
LepHjFxNPuU_21_31	Speech,Baby_cry_infant_cry
2N4yPM6iScs_70_80	Speech,Clapping
AOm70BeocoE_30_40	Violin_fiddle,Speech
P78HXYsSJJY_0_10	Speech,Dog
KErY-hujqOY_90_100	Cello,Violin_fiddle
OPV07bXljcc_20_30	Chicken_rooster,Speech
1JWevjhd6Wk_20_30	Chainsaw
4dkd9CZttkY_30_40	Chicken_rooster
JhM8Pu30clg_120_130	Lawn_mower
5IxlZtup57Y_30_40	Chainsaw
L7fMRT6nJNY_130_140	Blender
O7w3VEHOJWI_130_140	Cello,Violin_fiddle
CKWEoCgKzf8_230_240	Singing,Acoustic_guitar
AVvPNcxOuRQ_30_40	Vacuum_cleaner
E686uNFSR-k_290_300	Acoustic_guitar,Speech
ChzgfT7EQPU_140_150	Singing,Banjo
DsuaNjZHgHQ_190_200	Accordion
9xFxnIkmQkQ_290_300	Singing
2nDQzQGdA-4_10_20	Helicopter
5B_hxpemZ8E_40_50	Singing,Acoustic_guitar
AVMkYsx_508_30_40	Violin_fiddle,Speech
KCihdlcMk5o_30_40	Violin_fiddle,Speech
GC_YAh7MHrY_200_210	Singing,Speech
6PXWSWX3YDw_500_510	Cheering,Speech
8owIzZnsGaw_0_10	Accordion
GHoY5KCaqjA_20_30	Motorcycle,Speech
Jv8jnNOBr68_30_40	Lawn_mower
AnURhXm-8Bg_30_40	Cheering,Speech
L5QmArTu_tM_30_40	Cat,Speech
0InNcIr5eTw_30_40	Speech,Car
E3Z6XwtHU8Q_30_40	Lawn_mower
MdmdGEKc2hc_30_40	Violin_fiddle,Speech
1ise2RiEdcQ_300_310	Accordion
DBaRYT4BbCo_30_40	Violin_fiddle,Speech
JBqV7QXHcrQ_0_10	Speech,Dog
A3gTZHDTCOY_190_200	Frying_(food)
F8jY3F2-1aw_30_40	Chicken_rooster,Speech
LN3IOIyKwz4_90_100	Violin_fiddle,Speech
HDJL7JzyFro_260_270	Speech,Frying_(food)
1Ia_0xBG7T8_19_29	Car
DqCZ0ha2zFo_21_31	Cat,Speech
1-ky00SUdWA_30_40	Car
8WVBn5X6Ejw_0_10	Basketball_bounce,Speech
IVTOx5M6pI0_380_390	Basketball_bounce,Speech
2gbZcKSZrIw_30_40	Accordion
6amXKmFNCnc_530_540	Basketball_bounce,Speech
A1-f1zPjS24_200_210	Singing
-1OyQkmkrkc_30_40	Speech,Car
O2UNBpuKtcI_10_20	Blender
-7_o_GhpZpM_12_22	Motorcycle
JufyJHKA2Ls_20_30	Chicken_rooster,Speech
BpdlBOQ5hnQ_70_80	Cheering,Speech
4kd99qbm25I_10_20	Chainsaw
KDQCtAwDKQY_30_40	Speech,Clapping
0rpjOa_ecvc_60_70	Speech,Car
HNP2oS_ZVDo_160_170	Singing,Violin_fiddle
4s-gp_aQ-0U_30_40	Cheering
L_vXQVbCqHc_130_140	Singing,Speech
ASi3Lp1jIOU_430_440	Singing,Speech
C1IBcYvC6_U_30_40	Helicopter,Speech
AAh1KqHgoyI_30_40	Singing,Speech
Al8fS6ngZrY_10_20	Speech,Dog
9Q8i01Llahc_30_40	Baby_cry_infant_cry
49KmwQ_F94I_20_30	Singing
CHdblZ3l73U_90_100	Singing,Acoustic_guitar
Kr9RKn_5ljk_30_40	Accordion
3v0Yt6xC5og_220_230	Lawn_mower
1Cy-qK2Fjtw_30_40	Baby_cry_infant_cry
Dm9K9pe9koE_0_10	Frying_(food)
16kL_7KmOp0_18_28	Speech,Car
GVesQf8glMU_20_30	Vacuum_cleaner
4nlMYCzbWi4_30_40	Vacuum_cleaner
GRPookZi6WY_30_40	Helicopter
7oIzC5rlAW0_10_20	Lawn_mower
ApSXC4pQuQc_24_34	Baby_cry_infant_cry
3FW7a2NUiNM_30_40	Speech,Car
0aGrEJbmbZs_300_310	Basketball_bounce
BeYwknWFyQY_0_10	Blender
G6XFRkbW1wQ_30_40	Cello,Violin_fiddle
DQ9zpEPdm7M_10_20	Chicken_rooster
CL2gbHBgTNU_40_50	Speech,Dog
GW5yUNWZ2MY_30_40	Vacuum_cleaner
CkrgwaCkcio_30_40	Chainsaw
AOEe16yiov8_0_10	Basketball_bounce,Speech
L085OwkfVkc_220_230	Motorcycle,Speech
L6g5Kih_vm0_240_250	Motorcycle,Speech
2fV1j0rn7rk_60_70	Speech,Car
-29mQO6yHrQ_350_360	Car
0nkO6CfZDIc_30_40	Car
C_LNAtP3OMM_110_120	Dog
IfGvUApoocM_580_590	Helicopter,Speech
IgfGGq48FFM_30_40	Speech,Baby_cry_infant_cry
6VEz6q2lAcQ_100_110	Singing,Acoustic_guitar
KwvywxTDKkE_450_460	Chicken_rooster,Speech
LkizXYk87DI_10_20	Cat
0s16bHOfQfg_8_18	Speech,Car
IkF5PZ5gY1M_260_270	Cello,Violin_fiddle
NRfBPy5ukyw_30_40	Chicken_rooster
OXsZNWH3XSg_0_10	Basketball_bounce,Speech
9aPbbNZGKM4_140_150	Frying_(food)
1XzMZcqHj4k_0_10	Basketball_bounce,Speech
JFK5SZPQie8_19_29	Helicopter
KGT_QQlhzHc_310_320	Blender
F7qHmB62Y6c_130_140	Lawn_mower,Speech
00Q-WgmwAcs_30_40	Singing
DkT_eRCkK08_30_40	Violin_fiddle
JJ1ZB3B1lNA_70_80	Chicken_rooster,Speech
32q-px6hbv8_290_300	Blender
EvzIp6HN3Ms_30_40	Cello,Violin_fiddle
JVwzCCfRrmY_150_160	Speech,Baby_cry_infant_cry
CdfcaOQIFB0_40_50	Speech,Dog
LGmE5zS-q-A_10_20	Helicopter,Speech
N34_38yvbv4_180_190	Cat,Speech
HDAyQJv4iZQ_90_100	Baby_laughter
Oi0BdSpU-nM_40_50	Speech,Dog
IkhYJECjiPc_30_40	Acoustic_guitar,Speech
IapsxZ_z4oA_30_40	Violin_fiddle,Speech
4sV3pEM9W-U_30_40	Chicken_rooster
M-X31by6MXU_10_20	Violin_fiddle
6a8Hnuk-TiI_30_40	Cheering,Speech,Clapping
LbotTJO5WXk_30_40	Accordion
LfpVzEk6D9c_0_10	Chicken_rooster
1Xsh2aAaySA_30_40	Speech,Car
Nj-xwvUoV7A_30_40	Acoustic_guitar,Speech
NEaJGecTXYE_110_120	Cat,Speech
M4YieXBhu-w_220_230	Cat,Speech
2Dv4duF9rTA_30_40	Speech,Car
MqvjPZwcFao_30_40	Baby_laughter
75g6COLw3Ik_30_40	Chicken_rooster
-2gkzyxwQvY_30_40	Speech,Car
4dXcz9B3sV8_10_20	Fire_alarm
5ZlfG4rGnbE_400_410	Cello,Violin_fiddle
0IQ3lxVgKxo_30_40	Speech,Clapping
M5FFBhh0lRw_30_40	Cheering,Clapping
5H9CVaGBK0A_180_190	Basketball_bounce,Speech
43mWfh3nkm0_480_490	Cello,Violin_fiddle
Ed5eVOsIA2A_30_40	Violin_fiddle,Speech
I0KK19jZ7MU_540_550	Vacuum_cleaner
N18ol4cJkLk_30_40	Helicopter
0H9vC_jwimo_26_36	Dog
ElglgdP8Xdg_30_40	Chicken_rooster,Speech
BCMH41D40C0_150_160	Frying_(food)
EbNuiP23_1M_30_40	Vacuum_cleaner
GTSgiG--q0c_140_150	Singing
Gy-FuZ6NQpM_30_40	Banjo,Speech
8W9jtUiMqHg_100_110	Singing
HZ-GG5rUAO4_280_290	Speech,Frying_(food)
1Ati2jA2myo_30_40	Cheering,Speech
9M-WEV6Jm3o_310_320	Cello,Violin_fiddle
OAfi-5sHdS8_200_210	Helicopter,Speech
0qqzCcCRL_o_190_200	Car
KhKlmGOUOB0_0_10	Speech,Dog
LpSKTQiNhZI_30_40	Violin_fiddle
CFfE7qq2-ZI_130_140	Banjo,Speech
1XtA6tSgFPQ_18_28	Baby_cry_infant_cry
96RUmyMF8xY_10_20	Vacuum_cleaner
2sSAvURngJY_60_70	Lawn_mower
84g2Vuc9XLs_0_10	Helicopter
FnK2jHVR4ig_60_70	Singing
DwPp9WwenZc_330_340	Violin_fiddle
8fIq-Mteepc_30_40	Accordion
8JZ0uRiZN-k_170_180	Cello,Violin_fiddle
5KG2Ta1PHQs_100_110	Cheering
NaZ6e3F189Y_100_110	Helicopter
HslqglM6w2U_90_100	Baby_laughter
6NeCM3iopJY_30_40	Cello,Violin_fiddle
FC0umoGbcbE_40_50	Motorcycle,Speech
BfMFcQPe9bI_80_90	Speech,Fire_alarm
JdDbT0L38zg_20_30	Singing,Speech
3qcpZuhsDog_0_10	Vacuum_cleaner
FRy1vdW6P78_100_110	Singing,Speech
HNyuPcbxFgk_80_90	Singing
3Bo19UHXWsk_30_40	Speech,Car
NZpaK6lJtVI_110_120	Acoustic_guitar
FcC90TCF1zI_20_30	Motorcycle,Speech
Gju4kydin7U_50_60	Singing,Acoustic_guitar
-0pX5r9yfXk_30_40	Car
GfSvgTQ9PXs_30_40	Violin_fiddle,Speech
8p39IkxlA0c_120_130	Vacuum_cleaner
Fztd7Of12gg_80_90	Chicken_rooster
D59Y0elpuQk_30_40	Accordion
IvXMJm1AXhg_10_20	Speech,Dog
DwDhyVErerY_28_38	Violin_fiddle,Speech
7yfb05iMdkg_30_40	Chicken_rooster
0bjUq9XMMmQ_30_40	Frying_(food)
BbfYLm5wMH4_30_40	Speech,Dog
3C9e_UT9ASs_30_40	Speech,Car
AO9VuwxTq8w_290_300	Cello,Speech
DMgha--7I6U_340_350	Cello,Violin_fiddle
8-kEKlKw_94_340_350	Speech,Baby_laughter
B66QvFtQyjI_40_50	Cello,Violin_fiddle
9uc8YamBP7c_90_100	Motorcycle,Speech
KBiDPcByJS0_210_220	Cello,Violin_fiddle,Speech
Bu_L540uFBU_30_40	Violin_fiddle,Speech
MlcpGc0f4cY_100_110	Helicopter,Speech
3pZ1n4L3Ypc_100_110	Chicken_rooster
FEIgj0gb4qY_370_380	Cello,Violin_fiddle
B_P9gOxTROc_330_340	Cat
0vfPWQ_BqgI_30_40	Clapping
Mqbn42ry9Ko_70_80	Acoustic_guitar,Violin_fiddle
Nskn2ys5e8Y_80_90	Banjo,Speech
NYr66bR48dQ_260_270	Acoustic_guitar,Speech
8W7tiXNs8rA_70_80	Singing,Cheering
8qiSy-vvpxs_30_40	Violin_fiddle
JTu8ZFEVVV8_90_100	Frying_(food)
F9jH_tn939Y_30_40	Violin_fiddle,Speech
ITtu86SeuCQ_30_40	Singing,Speech
Ng89MH0Kmn8_30_40	Baby_cry_infant_cry
-1OKHyQdqNQ_0_10	Speech,Car
GPYxuXjhyxk_100_110	Singing,Accordion
IgOoagU-P4k_40_50	Speech,Vacuum_cleaner
CutZRlwZcZU_30_40	Vacuum_cleaner
CQYU1BKgEvk_30_40	Frying_(food)
9mS9c12jtqk_320_330	Acoustic_guitar,Speech
819OVTpaGEY_30_40	Cello,Violin_fiddle
2usdijYhxdU_150_160	Singing
2KdHeWz8utE_60_70	Vacuum_cleaner
HWIZiCcq6nI_80_90	Cello,Violin_fiddle
BwJgOCnwsA8_80_90	Blender,Speech
Nvtk0Y6vx60_290_300	Singing,Speech
0UwvVY2kc0E_40_50	Speech,Vacuum_cleaner
EkKeq1SD2ZY_40_50	Speech,Dog
HNQwvxhFZXI_340_350	Helicopter
IGrDp7tjFe8_180_190	Singing,Speech
JNuOkiPl6HE_27_37	Violin_fiddle,Speech
FdPmSCgPuKA_100_110	Basketball_bounce,Speech
Oj_h8XNC--o_110_120	Vacuum_cleaner
LZn4iBvmci4_70_80	Basketball_bounce,Speech
NrNGo27_gZ8_30_40	Violin_fiddle,Speech
Dig2ftGigLw_100_110	Cello,Violin_fiddle
9A1gBXZbq48_30_40	Chicken_rooster
81Og-_bi-u4_330_340	Chainsaw
LNaFNdYrSbs_14_24	Speech,Baby_cry_infant_cry
HMdldZK-kK0_120_130	Acoustic_guitar,Speech
CskyZB5NvpY_130_140	Cello,Violin_fiddle
9FGQGX9bcW8_420_430	Cheering,Speech
F2vyMlp41kE_40_50	Speech,Dog
05LcwxlT-7M_4_14	Speech,Car
GJttcMvX5Z4_0_10	Speech,Baby_cry_infant_cry
DI4xfHhSYwM_500_510	Violin_fiddle,Speech
7-KjclVBlxw_10_20	Cheering,Speech
BpCmhAmhj3o_140_150	Telephone_bell_ringing,Speech
M_GsAAiw8uQ_70_80	Banjo,Violin_fiddle
LVYetu5gk3I_30_40	Helicopter
-28FCWAjQH0_30_40	Car
CH5XVUh-tY4_30_40	Speech,Dog
8yjq0wkBbt0_20_30	Basketball_bounce,Speech
NWzH9ZUaLJs_30_40	Violin_fiddle,Speech
CVzZO_5AfKg_30_40	Telephone_bell_ringing,Speech
NJy7r17a7ho_160_170	Singing,Speech
BvoeIS4XSw0_80_90	Violin_fiddle
4d2MyOi8TGs_30_40	Cheering
9rafpnNONAk_30_40	Violin_fiddle,Speech
Fpnlyu8lrmk_100_110	Blender
BES22NpV6-o_30_40	Violin_fiddle,Speech
3ytIWtI6qQo_0_10	Dog
DZ8y25JGM9M_90_100	Singing,Speech
28WUiOebnZU_490_500	Banjo
Lq9ZWqGISkI_60_70	Motorcycle,Speech
0Y9DkWBAw34_110_120	Singing
1wfDuN1ivds_30_40	Speech,Car
N9Ni-njgc8s_100_110	Violin_fiddle,Speech
0YQ8D9qU8ds_10_20	Helicopter
8wHCaf3EyaY_30_40	Cello,Violin_fiddle
7qicY9TPo_M_10_20	Fire_alarm
MNnHlstBQ6k_20_30	Blender
NmsUJd1d7sA_16_26	Helicopter
I_x0Ln_e5PU_30_40	Dog,Baby_cry_infant_cry
NwBux-yAxEk_30_40	Helicopter,Speech
1oPiseY5V7k_40_50	Accordion
E1HKVk4rtGo_20_30	Singing
IGiSi5cyN4A_30_40	Violin_fiddle,Speech
CMg7DQnnZw8_10_20	Speech,Dog
Ef2lRjzOEpc_50_60	Speech,Dog
A7x8vP9N124_30_40	Vacuum_cleaner
Hf75QQI3gyM_0_10	Speech,Dog
I9sTH2WRW7Q_30_40	Accordion
F44nZHh-_x8_240_250	Singing,Banjo,Violin_fiddle
16fkNUL6ByY_30_40	Speech,Car
10vS_In-a4s_30_40	Car
Ax2jjGh4o6A_240_250	Singing,Speech
0xdtozv5bLU_30_40	Speech,Clapping
0hoQ-T0RX7E_30_40	Car
O_1ZCFy9oR0_250_260	Accordion
2r3ErW85AEo_90_100	Singing,Acoustic_guitar
Btfz8Egb2aY_150_160	Singing,Speech
LBMl9zU1SbA_30_40	Violin_fiddle,Speech
AyPEAPILvLc_0_10	Speech,Dog
MNWM528keAw_40_50	Cello
39MOrj8AQt4_150_160	Speech,Car
0dTHwHQZ_sQ_30_40	Speech,Car
EagInoXCvIo_70_80	Singing,Speech
Kqo0y_d3oXI_20_30	Speech,Dog
1Jh16UuAqmA_0_10	Singing,Acoustic_guitar
NibAarDSU50_30_40	Acoustic_guitar,Speech
0LJ-VFK_180_130_140	Speech,Fire_alarm
DEY5JAG0Img_30_40	Cello,Violin_fiddle
3GcT21hdxLk_260_270	Vacuum_cleaner
2csfvC8p5Z8_70_80	Singing,Acoustic_guitar
7o9GQfuUR0w_30_40	Speech,Frying_(food)
Kd4dlMKk05g_170_180	Violin_fiddle
GtMT5oMTpAw_50_60	Chicken_rooster,Speech
ODl38EqRF5k_10_20	Chicken_rooster,Speech
3lxM5aSy9Ds_110_120	Accordion
2NLL7D2SMwo_70_80	Basketball_bounce,Speech
NkqBWY0a3xk_560_570	Helicopter,Speech
EPSumWieAMI_70_80	Singing,Acoustic_guitar,Speech
ABfMFApj4KI_30_40	Basketball_bounce,Speech
Balb3YXhZrs_30_40	Accordion
GW04w0Y1GlE_10_20	Basketball_bounce
N_m_YA80HyU_30_40	Motorcycle,Speech
1FnyRS0QGo4_30_40	Car
EBHLO06PQlU_100_110	Blender
2YZHJOLuA8o_220_230	Speech,Frying_(food)
GCISsze9pwA_110_120	Banjo,Violin_fiddle
LMrmkiE980A_20_30	Chicken_rooster
0X499Itxbi0_110_120	Speech,Car
LA_UgRxWsnw_200_210	Speech,Frying_(food)
HhSeS_Tqn9Q_60_70	Speech,Baby_laughter
70tYFKB6Xdo_160_170	Singing,Cheering
CKZ6cyVKQEw_120_130	Blender
IdHSpNlYFmY_110_120	Chicken_rooster,Speech
BAstwz4p2-c_0_10	Lawn_mower
GcB0moY-9ho_30_40	Chainsaw
0O6kRcURJ3w_0_10	Cheering
H5x4vclZM8o_300_310	Speech,Fire_alarm
Hi62hRSZ6o0_50_60	Singing,Speech
I92Yi8DXNjI_180_190	Telephone_bell_ringing,Speech
Mz4QcwFq18k_30_40	Cheering,Speech
7CUQb4BTjMs_150_160	Telephone_bell_ringing
1-hF_1Q5mKo_30_40	Car
MeSLzXyASkI_160_170	Vacuum_cleaner
30p1vGnpD9U_130_140	Speech,Fire_alarm
2sFW7bcKzqY_30_40	Singing
MWinzgYhyUM_20_30	Violin_fiddle,Speech
JisAf9DgxYY_30_40	Basketball_bounce,Speech
KHogkaFMaSk_30_40	Dog,Baby_cry_infant_cry
OyulJj-2MVc_320_330	Speech,Frying_(food)
4ijLeXCmQXg_390_400	Speech,Baby_laughter
IZGXmwbe_eM_30_40	Speech,Baby_cry_infant_cry
BdmWEAiq9no_30_40	Acoustic_guitar,Speech
0mSS5qTrboI_170_180	Singing
8iMjn4Xsu9g_110_120	Speech,Vacuum_cleaner
IeUsNxHECH8_500_510	Speech,Frying_(food)
9kY9RrpBs4o_70_80	Telephone_bell_ringing,Speech
OpkuEUzYMJs_30_40	Cello,Violin_fiddle
MUoTwlIdZlk_330_340	Violin_fiddle,Speech
Ma3uMqWfE_8_30_40	Accordion
NqFed4IEbKU_8_18	Motorcycle,Speech
DEcyTpkHa00_60_70	Singing,Violin_fiddle
62kVg289LPc_170_180	Cello,Violin_fiddle
EEtv5FqPqG0_20_30	Motorcycle,Speech
678gnMfGT6g_70_80	Baby_laughter
IyIoJsttSKQ_21_31	Violin_fiddle,Speech
FoF8tK01JiE_170_180	Singing,Acoustic_guitar
LT1gQdzItRY_30_40	Violin_fiddle,Speech
F3k_H2PqZGQ_13_23	Chicken_rooster,Speech
